title,price,old_price,product_url,rating,reviews,purchases,product_details
,,,https://www.amazon.com/HyperX-Cloud-Alpha-Wireless-Noise-canceling/dp/B09TRW57WB/ref=sr_1_60?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-60&srs=16225007011,4.3 out of 5 stars,"4,210",9K+ bought in past month,"{'Brand': 'HyperX', 'Color': 'Red', 'Ear Placement': 'Over Ear', 'Form Factor': 'Over Ear', 'Noise Control': 'Sound Isolation', 'Description': 'Get a massive 300* hours of battery life and play for over a week without the battery getting low.\xa0Clear multiple game campaigns without needing to charge, and enjoy every minute in comfort with Cloud Alpha Wireless’ plush HyperX signature memory foam and breathable leatherette ear cushions.\xa0HyperX Dual Chamber Drivers produce incredibly clear audio, as the dual chamber system separates the mids and the highs from the bassy lows. When combined with DTS® Headphone:X® Spatial Audio, which offers precise sound localization and immersive surround sound, you can escape into your favorite fantasy game worlds or stay laser-focused on the competition. Check battery life, tune the equalizer, and access more customization options via the easy-to-use HyperX NGENUITY software. *Tested at 50% headphone volume. Battery life varies depending upon the usage.'}"
,$339.07,$399.99,https://www.amazon.com/LG-UltraGear-34GP63A-B-Compatibility-FreeSync/dp/B0B928B6BC/ref=sr_1_61?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-61&srs=16225007011,4.5 out of 5 stars,"1,447",8K+ bought in past month,"{'Brand': 'LG', 'Screen Size': '34 Inches', 'Resolution': 'QHD Wide 1440p', 'Aspect Ratio': '2.35:1', 'Screen Surface Description': 'Glossy', 'Description': 'Immerse yourself in the action with this ultra-wide, QHD curved monitor for gaming. See moving objects on the screen more clearly with a high native 160 Hz refresh rate and 1ms Motion Blur Reduction. AMD FreeSync Premium support virtually eliminates screen tearing and minimize stutter in high-resolution and fast-paced games for a fast and fluid gaming experience with supported video cards. Dynamic Action Sync reduces input lag and elevates your gameplay, allowing you to respond to your opponents quickly, while Black Stabilizer allows you to see them more clearly in the dark. Use the Crosshair feature for enhanced vision and precision in first-person shooters. Adjust the tilt, height, and pivot for the best ergonomics, ensuring that you have the most comfortable viewing position to play your games.'}"
,$39.99,$69.99,https://www.amazon.com/Razer-Basilisk-Customizable-Ergonomic-Gaming/dp/B09C13PZX7/ref=sr_1_62?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-62&srs=16225007011,4.6 out of 5 stars,"7,242",10K+ bought in past month,"{'Description': ""Create, control, and champion your playstyle with the new Razer Basilisk V3—the quintessential ergonomic gaming mouse for customized performance. With 10+1 programmable buttons, a dual-mode tilt scroll wheel, and a heavy dose of Razer Chroma RGB, it's time to light up the competition your way.""}"
,$168.00,$209.99,https://www.amazon.com/ASUS-Chromebook-Processor-Transparent-CX1400CKA-AS88F/dp/B0CRTJ1LZ4/ref=sr_1_63?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-63&srs=16225007011,,489,8K+ bought in past month,{}
,,,https://www.amazon.com/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68/ref=sr_1_64?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-64&srs=16225007011,4.6 out of 5 stars,"53,387",10K+ bought in past month,"{'Brand': 'Logitech G', 'Color': 'Black', 'Connectivity Technology': 'USB', 'Special Feature': 'Programmable Buttons, Touch Scroll, LED Lights', 'Movement Detection Technology': 'Optical', 'Description': ""Logitech updated its iconic G502 gaming mouse to deliver even higher performance and more precise functionality than ever. Logitech G502 Hero high Performance Gaming mouse features the next generation Hero 16K Optical sensor, The highest performing and most efficient gaming sensor Logitech has ever made. An all-New lens and an updated tracking algorithm deliver ultra-precise tracking with no acceleration, smoothing, or filtering over the entire DPI range. Now, customize RGB mouse lighting to match your style and environment or sync to other Logitech G products. No matter your gaming style, It's easy to tweak G502 Hero to match your requirements, with custom profiles for your games, adjustable sensitivity from 200 up to 16, 000 DPI, and a tunable weight system that allows for tuning and balancing of up to five 3. 6G weights for just the right balance and feel.""}"
,$104.99,,https://www.amazon.com/Corsair-4000D-Airflow-Tempered-Mid-Tower/dp/B08C7BGV3D/ref=sr_1_65?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-65&srs=16225007011,4.7 out of 5 stars,"18,589",10K+ bought in past month,"{'Brand': 'Corsair', 'Motherboard Compatability': 'Extended ATX, ATX, MicroATX, MiniATX', 'Case Type': 'Mid Tower', 'Recommended Uses For Product': 'Gaming', 'Color': 'Black', 'Material': 'Tempered Glass, Alloy Steel, Plastic', 'Power Supply Mounting Type': 'Bottom Mount', 'Cooling Method': 'Air', 'Model Name': '4000D AIRFLOW', 'Light Color': 'White', 'Description': 'The CORSAIR 4000D AIRFLOW is a mid-tower ATX case with easy cable management and exceptional cooling. A steel front panel offers optimal airflow to your components, accompanied by two included 120mm AirGuide fans designed with anti-vortex vanes that enhance cooling. The CORSAIR RapidRoute cable management system makes it effortless to route major cables through a single channel, with 25mm of routing depth.'}"
,$75.99,$109.99,https://www.amazon.com/Arzopa-Portable-100-SRGB-External-Speakers/dp/B093GCL18V/ref=sr_1_66?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-66&srs=16225007011,4.4 out of 5 stars,"8,982",10K+ bought in past month,"{'Brand': 'ARZOPA', 'Screen Size': '15.6 Inches', 'Resolution': 'FHD 1080p', 'Aspect Ratio': '16:9', 'Screen Surface Description': 'Matte'}"
,$169.99,$189.99,https://www.amazon.com/WiFi-6-Mesh-System-AX3000/dp/B09PRB1MZM/ref=sr_1_67?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-67&srs=16225007011,4.5 out of 5 stars,"12,868",9K+ bought in past month,"{'Brand': 'TP-Link', 'Model Name': 'Deco X55', 'Special Feature': 'Guest Mode', 'Frequency Band Class': 'Dual-Band', 'Wireless Communication Standard': '802.11n, 802.11ax, 802.11b, 802.11ac, 802.11g', 'Compatible Devices': 'Smartphone, Personal Computer, Security Camera, Smart Television, Tablet, Printer, Gaming Console', 'Frequency': '5 GHz', 'Recommended Uses For Product': 'Home', 'Included Components': '1 x RJ45 Ethernet cable, 3 x Power adapters, 3 x Deco X55 units, 1 x Quick Installation Guide', 'Connectivity Technology': 'Wi-Fi, Ethernet', 'Description': 'TP-Link Deco WiFi 6 Mesh System(Deco X55) - AX3000, Covers up to 6500 Sq.Ft., Replaces Wireless Router and Extender, 3 Gigabit ports per unit, supports Ethernet Backhaul (3-pack)Deco X55 is an upgrade of Deco X20 which has faster WiFi Speeds and more Gigabit Ethernet ports. It is ideal for the users who subscribed up to 1G Internet service.Industry-Leading SupportTP-Link offers 24/7 technical support and 2-year warranty for most home products,1 more year than most networking brands.Buy with ConfidenceFounded in 1996, TP-Link is a global provider of reliable networking devices and accessories, involved in all aspects of everyday life. With a proven heritage of stability, performance and value, TP-Link has curated a portfolio of products that meet the networking needs of all individuals. Now, as the connected lifestyle continues to evolve,the company is expanding today to exceed the demands of tomorrow.'}"
,$99.99,,https://www.amazon.com/Brother-MFC-J1010DW-Wireless-Printer-Printing/dp/B09WZBZ1JQ/ref=sr_1_68?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-68&srs=16225007011,,"6,101",10K+ bought in past month,{}
,,,https://www.amazon.com/Canon-PG-275-CL-276-Multi-Pack/dp/B08Y999HBF/ref=sr_1_69?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-69&srs=16225007011,4.6 out of 5 stars,"15,113",20K+ bought in past month,"{'Model Name': ""['PG-275XL', 'CL-276']"", 'Brand': 'Canon', 'Ink Color': 'Black,Multicolor', 'Page Yield': '740', 'Compatible Devices': 'PIXMA TR4720 Wireless All-in-One Printer Black PIXMA TS3520 Wireless All-in-One Printer Black PIXMA TS3520 Wireless All-in-One Printer White PIXMA TR4720 Wireless All-in-One Printer WhiteSee more', 'Special Feature': 'high quality', 'Compatibility Options': 'OEM', 'Color': 'Multi', 'Ink Base': 'Water', 'Compatible Printer Models': 'Canon PIXMA TS3520, Canon PIXMA TR4720', 'Description': 'Experience outstanding quality, vibrant colors and optimal performance with Canon Genuine Ink. Canon Genuine ink is developed using precise specifications and crafted specifically for Canon inkjet printers. Whether you are printing photos, documents or more, you can be confident that your Canon printer will produce consistent, high-quality results.'}"
,$35.99,,https://www.amazon.com/Ozeino-2-4GHz-Wireless-Gaming-Headset/dp/B0C4F9JGTJ/ref=sr_1_70?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-70&srs=16225007011,4.3 out of 5 stars,"5,700",10K+ bought in past month,{}
,$99.99,$149.99,https://www.amazon.com/SAMSUNG-27-inch-Border-Less-FreeSync-LF27T350FHNXZA/dp/B08FF3JQ28/ref=sr_1_71?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-71&srs=16225007011,4.5 out of 5 stars,"5,381",10K+ bought in past month,"{'Brand': 'SAMSUNG', 'Screen Size': '27 Inches', 'Resolution': 'FHD 1080p', 'Aspect Ratio': '16:9', 'Screen Surface Description': 'Flat', 'Description': 'Seamless screen with 3-sided border-less display stretches from edge to edge for immersive viewing and maximum concentration. With refined dark blue gray exterior, the screen brings more sleek and modern look.'}"
,$13.97,$14.99,https://www.amazon.com/Logitech-Wireless-Mouse-M185-Swift/dp/B004YAVF8I/ref=sr_1_72?dib=eyJ2IjoiMSJ9.7xqZ7pb6TqbwxQPJSZ7N6lofjEqh9f-hDFUSHbIdNV0EoSNLRHoWRKuBLBU_t1bCaOJeYEK9QbnmcN0pKJEEYD3D_ODLq-hvZ-9JYAVYyK0jGB3MwR7MhNQu4ibAKBbxRHm9bdk7176L_ZcYAf-6VGVrOrxhKRxkGQXF-03idXgP9SUAumHWMC-PhICPExZ-ciOVa0RUR_mlZ7Br-9TfNbGyGfFkal31WqVGQSdaYt9JWv2CzVUguc7P8CDyP0KWH3J4StfAj8B9NzEttpwWiCR5tnGHsi7syJBpZ4o5gZo.QWS0D4trfsXq8wA90LqdWbS8jw3f0YeM99gkwEMJMlI&dib_tag=se&qid=1733841871&s=electronics&sr=1-72&srs=16225007011,4.5 out of 5 stars,"34,703",10K+ bought in past month,"{'Brand': 'Logitech', 'Color': 'Swift Gray', 'Connectivity Technology': 'USB', 'Special Feature': 'Wireless', 'Movement Detection Technology': 'Optical', 'Description': 'Logitech Wireless Mouse M185. A simple, reliable mouse with plug-and-play wireless, a 1-year battery life and 3-year limited hardware warranty.(Battery life may vary based on user and computing conditions.) System Requirements: Windows Vista Windows 7 Windows 8 Windows 10|Mac OS X 10.5 or later|Chrome OS|Linux kernel 2.6+|USB port'}"
,,,,,,,{}
,,,,,,,{}
,,,,,,,{}
,$99.98,,https://www.amazon.com/Corsair-RM750e-Modular-Low-Noise-Supply/dp/B0BYR1BXC6/ref=sr_1_73?dib=eyJ2IjoiMSJ9.l4D7BqxgSqpw6_ldRt-2q5TpLcxvaZA2pA7NLGnj3E4iQKFcBwC2lnh1EdtLK2fCHe7G0RmHIc0SlouJ8oyyZ0SdXYmpV7dDVvpwWMAQIOb-qmmGthMYp8vMuMM6y5Q_tSFNoPy2zBdyitES2WNytmq_635mwNMGf_ucGUNYHZWst6fDPiZRINBvShd0y5dgLvG5SsjdJDrw4iLNmRH63YZ0TyZabtTyanGFPVEU16_tMSeWr0ZTA8HaNcsLTELrz6Cfdf0ftSw3h6UU1wOem5P1uPrInwXCO_x5xVZFtXs.zxeXa7WOaUztRIqaJoj-mRIZHmgxxWin7FmBZRdonPg&dib_tag=se&qid=1733841951&s=electronics&sr=1-73&srs=16225007011,4.6 out of 5 stars,"2,933",9K+ bought in past month,"{'Model Name': 'RM750e', 'Brand': 'Corsair', 'Compatible Devices': 'Personal Computer', 'Connector Type': 'ATX', 'Output Wattage': '7.5E+2 Watts', 'Form Factor': 'ATX', 'Wattage': '750 watts', 'Cooling Method': 'Air', 'Item dimensions L x W x H': '5.91 x 5.51 x 3.35 inches', 'Item Weight': '3.3 Pounds', 'Description': 'CORSAIR RMe Series Fully Modular Low-Noise Power Supplies provide quiet, reliable power with 80 PLUS Gold efficiency to your PC. With ATX 3.0 and PCIe 5.0 compliance and an array of PCIe 8-pin power connectors, RMe PSUs have the connections needed to power today’s demanding PC hardware. Industrial-grade, 105°C-rated capacitors deliver superb electrical performance, backed by a seven-year warranty. Wake your computer faster and consume less power with support for the new Modern Standby sleep mode. Fully modular cables make PC builds easy, as you connect only the cables your system requires. With a 140mm-long casing that works with nearly any modern case, the CORSAIR RMe Series is steady power for your system.'}"
,$449.97,,https://www.amazon.com/Lenovo-V15-G2-Dual-core-Processor/dp/B0CNKZ7CSY/ref=sr_1_74?dib=eyJ2IjoiMSJ9.l4D7BqxgSqpw6_ldRt-2q5TpLcxvaZA2pA7NLGnj3E4iQKFcBwC2lnh1EdtLK2fCHe7G0RmHIc0SlouJ8oyyZ0SdXYmpV7dDVvpwWMAQIOb-qmmGthMYp8vMuMM6y5Q_tSFNoPy2zBdyitES2WNytmq_635mwNMGf_ucGUNYHZWst6fDPiZRINBvShd0y5dgLvG5SsjdJDrw4iLNmRH63YZ0TyZabtTyanGFPVEU16_tMSeWr0ZTA8HaNcsLTELrz6Cfdf0ftSw3h6UU1wOem5P1uPrInwXCO_x5xVZFtXs.zxeXa7WOaUztRIqaJoj-mRIZHmgxxWin7FmBZRdonPg&dib_tag=se&qid=1733841951&s=electronics&sr=1-74&srs=16225007011,,60,4K+ bought in past month,"{'Brand': 'Lenovo', 'Model Name': 'Lenovo V15 G2 IJL', 'Screen Size': '15.6 Inches', 'Color': 'Black', 'Hard Disk Size': '1 TB', 'CPU Model': 'Celeron N', 'Ram Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Numeric Keypad', 'Graphics Card Description': 'Integrated'}"
,$18.49,$34.99,https://www.amazon.com/SanDisk-MicroSDXC-Nintendo-Switch-SDSQXAO-128G-GNCZN/dp/B07KXQX3S3/ref=sr_1_75?dib=eyJ2IjoiMSJ9.l4D7BqxgSqpw6_ldRt-2q5TpLcxvaZA2pA7NLGnj3E4iQKFcBwC2lnh1EdtLK2fCHe7G0RmHIc0SlouJ8oyyZ0SdXYmpV7dDVvpwWMAQIOb-qmmGthMYp8vMuMM6y5Q_tSFNoPy2zBdyitES2WNytmq_635mwNMGf_ucGUNYHZWst6fDPiZRINBvShd0y5dgLvG5SsjdJDrw4iLNmRH63YZ0TyZabtTyanGFPVEU16_tMSeWr0ZTA8HaNcsLTELrz6Cfdf0ftSw3h6UU1wOem5P1uPrInwXCO_x5xVZFtXs.zxeXa7WOaUztRIqaJoj-mRIZHmgxxWin7FmBZRdonPg&dib_tag=se&qid=1733841951&s=electronics&sr=1-75&srs=16225007011,,"320,274",10K+ bought in past month,{}
,,,,,,,{}
,$39.99,$44.99,https://www.amazon.com/GameSir-Controller-Xbox-Windows-Joysticks-X/dp/B0C7GW9F88/ref=sr_1_76?dib=eyJ2IjoiMSJ9.l4D7BqxgSqpw6_ldRt-2q5TpLcxvaZA2pA7NLGnj3E4iQKFcBwC2lnh1EdtLK2fCHe7G0RmHIc0SlouJ8oyyZ0SdXYmpV7dDVvpwWMAQIOb-qmmGthMYp8vMuMM6y5Q_tSFNoPy2zBdyitES2WNytmq_635mwNMGf_ucGUNYHZWst6fDPiZRINBvShd0y5dgLvG5SsjdJDrw4iLNmRH63YZ0TyZabtTyanGFPVEU16_tMSeWr0ZTA8HaNcsLTELrz6Cfdf0ftSw3h6UU1wOem5P1uPrInwXCO_x5xVZFtXs.zxeXa7WOaUztRIqaJoj-mRIZHmgxxWin7FmBZRdonPg&dib_tag=se&qid=1733841951&s=electronics&sr=1-76&srs=16225007011,4.4 out of 5 stars,"7,552",10K+ bought in past month,{}
,$149.99,,https://www.amazon.com/Corsair-RM850x-Fully-Modular-Supply/dp/B08R5JPTMZ/ref=sr_1_77?dib=eyJ2IjoiMSJ9.l4D7BqxgSqpw6_ldRt-2q5TpLcxvaZA2pA7NLGnj3E4iQKFcBwC2lnh1EdtLK2fCHe7G0RmHIc0SlouJ8oyyZ0SdXYmpV7dDVvpwWMAQIOb-qmmGthMYp8vMuMM6y5Q_tSFNoPy2zBdyitES2WNytmq_635mwNMGf_ucGUNYHZWst6fDPiZRINBvShd0y5dgLvG5SsjdJDrw4iLNmRH63YZ0TyZabtTyanGFPVEU16_tMSeWr0ZTA8HaNcsLTELrz6Cfdf0ftSw3h6UU1wOem5P1uPrInwXCO_x5xVZFtXs.zxeXa7WOaUztRIqaJoj-mRIZHmgxxWin7FmBZRdonPg&dib_tag=se&qid=1733841951&s=electronics&sr=1-77&srs=16225007011,4.7 out of 5 stars,"10,147",10K+ bought in past month,"{'Model Name': 'RM850X', 'Brand': 'Corsair', 'Compatible Devices': 'Personal Computer', 'Connector Type': 'ATX', 'Output Wattage': '850', 'Form Factor': 'ATX', 'Wattage': '850 watts', 'Cooling Method': 'Air', 'Item dimensions L x W x H': '6.3 x 5.91 x 3.39 inches', 'Item Weight': '1.7 Kilograms', 'Description': 'The product is multiple voltage compatible, that voltage arrange is 100-240V.'}"
